标题,中文标题,发布日期,领域分类,研究机构,PDF链接,论文链接,AlphaXiv链接,简明摘要,点赞数
Training-Free Text-Guided Image Editing with Visual Autoregressive Model,无训练的文本引导图像编辑与视觉自回归模型,31 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.23897,https://www.arxiv.org/abs/2503.23897,https://www.alphaxiv.org/abs/2503.23897,本论文提出了一种基于视觉自回归模型（VAR）的无训练文本引导图像编辑框架，旨在解决现有方法中图像编辑的准确性和控制性问题。该方法不依赖于显式反演，采用缓存机制存储原始图像的标记索引和概率分布，从而实现精确的局部修改。通过动态识别和限制相关区域的编辑，该框架有效避免了不必要的图像变化。实验结果表明，该方法在编辑速度和视觉质量上优于现有的扩散模型和修正流技术，处理1080p图像的速度可达1.2秒，展现出高保真度和多样性。,0
Better wit than wealth: Dynamic Parametric Retrieval Augmented Generation for Test-time Knowledge Enhancement,智慧胜于财富：动态参数检索增强生成用于测试时知识增强,31 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.23895,https://www.arxiv.org/abs/2503.23895,https://www.alphaxiv.org/abs/2503.23895,本文提出了一种新颖的动态参数化检索增强生成框架（DyPRAG），旨在提高大型语言模型（LLMs）在测试时的知识增强能力。DyPRAG通过轻量级参数转换模型将外部文档有效转化为模型参数，解决了传统检索增强生成（RAG）方法中高推理成本和知识冲突（即RAG幻觉）的问题。与现有的参数化RAG（PRAG）相比，DyPRAG显著降低了训练和存储成本，同时提高了模型的泛化能力。实验结果表明，DyPRAG在多个数据集上表现出色，为知识融合和实际应用中的信息准确性提供了有效解决方案。,0
Optimal Transport-Guided Source-Free Adaptation for Face Anti-Spoofing,基于最优传输的无源适应面部反欺诈方法,29 Mar 2025,Other,Amazon,https://arxiv.org/pdf/2503.22984,https://www.arxiv.org/abs/2503.22984,https://www.alphaxiv.org/abs/2503.22984,本论文提出了一种新颖的方法，通过最优传输引导的源无关适应技术，解决面部反欺诈模型在不同用户测试数据中的适应性问题。该方法允许客户端在测试时仅使用少量数据自适应目标领域，而无需访问模型参数或训练数据。研究中开发的原型基础模型和适应器可以在轻量训练或无训练的情况下进行适应，同时引入了基于最优传输的地质混合技术，以生成增强训练数据。这种方法在跨领域和跨攻击设置中，相较于现有方法，平均提高了19.17%的错误识别率和8.58%的AUC，展示了其在隐私保护和快速定制服务中的潜力。,0
L0-Reasoning Bench: Evaluating Procedural Correctness in Language Models via Simple Program Execution,L0-推理基准：通过简单程序执行评估语言模型的程序正确性,28 Mar 2025,LLM,Other,https://arxiv.org/pdf/2503.22832,https://www.arxiv.org/abs/2503.22832,https://www.alphaxiv.org/abs/2503.22832,本文提出了L0-Bench，一个用于评估语言模型在程序执行中保持程序正确性的基准测试。研究强调了“零级推理”能力，即在多个步骤中准确执行简单规则的重要性。L0-Bench通过合成Python程序，系统地评估模型生成无误执行轨迹的能力，填补了现有基准主要关注结果正确性的空白。实验结果显示，尽管所有模型在目标执行步骤增加时表现下降，但较大和增强推理能力的模型在多个步骤中更能保持正确性。该研究为提高语言模型的推理能力和可靠性提供了重要方向。,0
Any2Caption:Interpreting Any Condition to Caption for Controllable Video Generation,Any2Caption：解释任意条件以进行可控视频生成,31 Mar 2025,Multimodal LLM,Other,https://arxiv.org/pdf/2503.24379,https://www.arxiv.org/abs/2503.24379,https://www.alphaxiv.org/abs/2503.24379,论文《Any2Caption》提出了一种新颖的框架，用于在多种条件下实现可控视频生成。该框架通过解耦条件解释和视频合成步骤，利用现代多模态大语言模型，将文本、图像和视频等多种输入转化为结构化的密集字幕，从而更好地引导视频生成器。研究还介绍了一个包含337K实例和407K条件的大规模数据集，用于优化指令调优。实验结果表明，Any2Caption在可控性和视频质量方面显著优于现有模型，为视频生成领域的用户意图理解提供了有效解决方案。,0
Enhancing Image Resolution of Solar Magnetograms: A Latent Diffusion Model Approach,增强太阳磁图像分辨率：一种潜在扩散模型方法,31 Mar 2025,Diffusion Model,Other,https://arxiv.org/pdf/2503.24271,https://www.arxiv.org/abs/2503.24271,https://www.alphaxiv.org/abs/2503.24271,"本研究提出了一种新颖的潜在扩散模型（LDM）方法，用于提高太阳磁图像的分辨率，尤其是来自老旧的Michelson Doppler Imager（MDI）数据。通过对下采样的Helioseismic and Magnetic Imager（HMI）数据进行训练，并与MDI/HMI配对数据进行微调，研究人员成功将MDI图像的分辨率从2""/像素提升至0.5""/像素。评估结果显示，重建图像在质量和物理特性（如无符号磁通和活动区大小）上得到了良好保留。本研究为太阳物理研究提供了更高分辨率的数据，有助于深入理解太阳内部和大气的物理过程。",0
Learning a Canonical Basis of Human Preferences from Binary Ratings,从二元评分中学习人类偏好的标准基,31 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.24150,https://www.arxiv.org/abs/2503.24150,https://www.alphaxiv.org/abs/2503.24150,本文提出了一种方法来理解和分类人类偏好，重点分析二元选择数据集中的偏好。研究发现，21个偏好类别能够捕捉超过89%的个体偏好变异，这些类别构成了人类偏好的“标准基”。通过合成和实证评估，作者验证了这一低秩偏好集的广泛适用性，并展示了其在模型评估和训练中的实用性，能够更有效地与用户偏好对齐。研究结果及相关数据集已公开发布，推动了人类偏好理解与生成模型对齐的研究。,0
Learning 3D-Gaussian Simulators from RGB Videos,从RGB视频学习3D高斯模拟器,31 Mar 2025,Other,Other,https://arxiv.org/pdf/2503.24009,https://www.arxiv.org/abs/2503.24009,https://www.alphaxiv.org/abs/2503.24009,本文介绍了一种名为3DGSim的3D物理模拟器，它能够从多视角RGB视频中学习物体动态。3DGSim通过将图像编码为3D高斯粒子表示，利用变换器传播动力学，并通过3D高斯渲染生成帧。该模型在不强制连接约束的情况下，能够嵌入物理特性，捕捉从刚性到弹性及布料等多种物理行为，同时实现真实的光照效果。3DGSim的设计提高了物理准确性，具备更好的可扩展性和泛化能力，适用于未见的多体交互和新场景编辑，展示了在机器人决策中的潜在应用价值。,0
PAARS: Persona Aligned Agentic Retail Shoppers,PAARS: 人格对齐的自主零售购物者,31 Mar 2025,Agent,Amazon,https://arxiv.org/pdf/2503.24228,https://www.arxiv.org/abs/2503.24228,https://www.alphaxiv.org/abs/2503.24228,本论文提出了PAARS框架，旨在通过生成个性化的购物代理来模拟人类消费者行为，以提高电子商务中的决策效率。该框架利用匿名历史购物数据自动挖掘用户个性，赋予代理零售特定工具，并引入了一种新的行为对齐评估方法，关注群体级别的表现差异。实验结果表明，使用个性化代理能够提高对齐性能，尽管与人类行为仍存在差距。该研究为自动化A/B测试提供了初步应用，并讨论了未来在零售及其他领域的潜在应用和挑战。,0
Navi-plus: Managing Ambiguous GUI Navigation Tasks with Follow-up,Navi-plus: 通过后续问题管理模糊的GUI导航任务,31 Mar 2025,Agent,Other,https://arxiv.org/pdf/2503.24180,https://www.arxiv.org/abs/2503.24180,https://www.alphaxiv.org/abs/2503.24180,本文提出了一种新的图形用户界面（GUI）导航任务——自我纠正GUI导航，旨在解决用户在描述任务时可能遗漏关键信息的问题。研究团队开发了Navi-plus数据集，其中包含GUI跟进问答对，并引入了一种双流轨迹评估方法来评估这一新能力。实验结果表明，具备提出跟进问题能力的GUI代理在面对模糊任务时，能够恢复超过99.4%的性能。这项研究为提升GUI代理在复杂任务中的有效性提供了新思路，增强了人机交互的灵活性和准确性。,0
